price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,sqft_above,sqft_basement,yr_built,yr_renovated
5768926.1,4,2.5,3670,7000,2,3,3670,0,2005,0
3569578.38,4,3.5,2630,3435,1.5,3,1640,990,1984,0
4554365.17,3,1.75,1570,8459,1,3,1570,0,1991,0
13399160.41,3,3,2980,28000,1,3,1820,1160,1981,2013
3154039.94,3,2.5,1560,4200,2,3,1560,0,2003,0
4242994.66,3,2.5,1620,7410,1,5,1620,0,1955,0
4593827.62,3,1,1140,5000,1,3,1140,0,1960,2012
10517000.03,2,1.5,2730,19877,1,4,1570,1160,1976,1992
13762127.14,3,2,2130,35169,1,4,2130,0,1989,0
3281172.4,3,2.5,1780,4050,2,3,1780,0,2001,0
3496889.01,4,2.5,2100,3916,2,3,2100,0,2009,0
5835239.56,3,1,1140,8800,1,3,1140,0,1972,2002
4761553.31,3,1.5,1690,9144,1,4,1140,550,1956,0
4853153.93,2,1,1160,6000,1,4,860,300,1942,1982
3955411.08,4,2.75,1720,6270,2,3,1720,0,1978,0
2565827.53,3,1,1210,3328,1.5,4,1210,0,1924,0
3503343.07,3,1.5,1255,1374,3,3,1255,0,2004,2003
5249625.13,2,1,880,7683,1,3,880,0,1942,1999
5893921.14,3,1,1050,9206,1.5,3,1050,0,1954,2005
7600010.91,3,1.75,1650,12940,1,4,1650,0,1961,2001
6397179.8,3,1,1570,9467,1,3,1570,0,1954,2005
6454996.12,4,2.5,2920,7200,1,3,1470,1450,1921,2006
5555092.96,4,3,3000,4000,1.5,3,1970,1030,1913,2014
4540583.13,3,1.75,1850,7735,1,4,1850,0,1983,0
4129249.19,3,2.5,1440,7741,1,4,1000,440,1983,0
6077244.54,3,1.75,1440,8775,1,3,1440,0,1973,2013
7555047.13,3,1,1810,12375,2,3,1810,0,1970,2014
4513337.41,2,1,1180,9350,1,3,1180,0,1918,0
4763214.01,4,3.75,3070,5850,2,5,2400,670,1927,0
6478403.21,5,2.75,3390,5211,2,3,3390,0,2004,2003
3692485.45,2,1,1470,6120,1,2,1470,0,1940,0
6304121.04,4,2.5,2680,7200,1,3,1380,1300,1952,2013
5861454.74,4,2.25,2290,10687,2,3,2290,0,1978,0
6134879.25,3,1.75,1980,8100,1,4,1310,670,1949,1985
7336682.21,4,2.5,2870,9292,2,3,2540,330,1979,2014
3387487.95,3,2,1840,4750,1,5,1010,830,1951,0
8048785.84,4,3.25,4060,13000,2,3,4060,0,2000,0
4461252.85,3,2,1630,8018,1,3,1630,0,2003,0
3777648.25,2,2,1880,5400,1.5,3,1880,0,1902,0
6241702.43,3,1.75,1780,13095,1,4,1780,0,1983,0
5768212.54,4,2,2330,6250,1,4,1400,930,1941,1998
3152210.32,3,1.75,1840,4030,1,5,1050,790,1925,0
5692213.73,5,2,2330,10750,1,4,1190,1140,1962,0
5218366.71,4,2.5,3200,6473,2,3,3200,0,2005,0
4392354.55,3,2.5,2330,1987,2,3,1410,920,2004,2003
6390931.68,3,2.25,1950,8868,1,3,1350,600,1964,2000
5937442.38,4,3.5,3080,4815,2,3,2300,780,1937,2009
4669868.24,2,1,1040,5527,1,3,1040,0,1951,1994
4773354.05,4,4.25,1960,3565,2,3,1960,0,1940,2003
3770096.57,5,3,2750,3800,1.5,5,1750,1000,1926,0
15460404.74,3,1.75,1930,36210,1,3,1930,0,1977,2004
17833397.7,5,4.5,4850,40902,2,3,4850,0,2001,0
5737967.16,4,2.5,1982,6406,2,3,1982,0,2004,2003
3783791.8,3,2.75,2640,4050,1.5,5,1750,890,1926,0
18533613.09,4,2.5,1850,50662,1,3,1430,420,1978,0
4970991.37,4,2.25,1940,9144,1,4,1430,510,1956,0
4950379.13,5,3,2840,7199,1,3,1710,1130,2003,0
6766012.58,5,1.5,1900,10226,1,3,1130,770,1961,2004
3656761.24,5,1,1410,6400,1,5,960,450,1955,0
5339764.33,4,2.5,2520,8515,2,3,2520,0,1999,0
6185852.77,4,3.75,3160,9525,2.5,3,3160,0,1997,0
13033044.96,4,3,3720,29043,2,3,3720,0,1991,0
2406907.48,3,3.5,1820,1501,2,3,1430,390,2014,0
4600840.17,3,2,1560,8640,1,5,1560,0,1967,0
3663551.7,3,1,1600,5952,1,4,1150,450,1964,0
5277743.75,3,2,1230,11502,1,4,1230,0,1984,0
5458940.03,3,1,960,8100,1,3,960,0,1955,2005
4318422.83,3,1,1270,4000,1.5,3,1270,0,1928,1954
5305781,3,2.5,2810,7700,2,3,2810,0,2001,0
4087901.54,2,2.5,2160,5581,1,3,2160,0,2002,0
4573423.05,3,3,2520,2152,1.5,3,1560,960,1925,2006
1711432.98,2,1.5,1180,844,2,3,990,190,2005,0
3607667.85,4,2.25,1810,4970,2,3,1810,0,2003,0
6937512.3,3,2.5,1680,15711,1,3,1240,440,1994,0
2966723.2,3,1,910,5250,1,4,910,0,1971,0
6373314.48,3,3.75,3250,5797,2,4,2370,880,1951,1999
5932503.6,3,1.5,2000,7294,1,3,1520,480,1965,1993
9794735.61,3,3.25,3790,19000,2,3,3790,0,1985,0
29638976.92,3,1.75,2310,78844,1,3,1760,550,1977,2004
5987462.96,3,2.25,2510,6339,1.5,5,1810,700,1932,2002
5111663.18,3,1.75,1320,6205,1,5,1320,0,1948,1985
75360944.62,3,2.25,2370,217800,2,3,2370,0,1979,2014
3696651.22,3,1,900,7500,1,4,900,0,1972,0
6586359.54,3,2.5,2540,7680,2,4,2540,0,1940,2001
5045782.93,4,1,2100,9288,1,4,1050,1050,1968,0
4986316.88,3,1,1200,6250,1,3,920,280,1943,2002
8498948.71,5,4,3720,15200,2,3,3720,0,2005,0
4940455.05,3,2.25,1760,4539,2,3,1760,0,1988,2000
5742963.01,3,1.75,1670,7415,1,3,1320,350,1987,2000
6695615.9,3,2.5,2420,8252,2,3,2420,0,1998,2006
8290530.79,5,3,3480,15185,2,4,3480,0,1964,0
3300191.38,4,2.5,1630,4473,2,3,1630,0,2003,0
5747614.04,4,2.5,2340,5600,2,3,2340,0,1921,2013
3999151.17,2,1,920,3780,1,3,920,0,1910,2006
4882589.32,2,1,910,6490,1,3,910,0,1942,1999
4571850.03,3,1,1150,4945,1,3,1150,0,1943,2002
5395156.32,3,1.5,2500,4774,1.5,3,1450,1050,1940,1996
81725954.37,4,2.5,3250,235063,1,3,3250,0,1973,2013
4056893.3,4,2,1930,6600,1,4,1030,900,1967,0
79918547.41,4,3.5,3400,234352,2,3,2500,900,1991,0
2633071.2,3,2.5,1590,2550,3,3,1590,0,1985,0
5627497.32,4,2.5,3330,7399,2,3,3330,0,2009,0
9030715.46,5,4.5,4590,14685,2,3,4590,0,2009,0
5002809.58,3,2.5,2610,7256,2,3,2610,0,2014,0
2743844.81,3,2.5,1658,2700,2,3,1658,0,2014,0
2210803.42,3,3.5,1600,1431,2,3,1240,360,2006,0
1911789.99,3,3,1296,1051,3,3,1296,0,2009,0
1788438.56,2,2.25,1280,835,2,3,1080,200,2009,0
10411099.33,4,3,5940,11533,2,3,4950,990,2004,2003
4284273.89,4,3.25,2510,5311,2,3,2510,0,2009,0
3638916.17,3,3.5,2710,3475,2,3,1650,1060,2005,0
3900455.02,3,2.5,1750,1548,3,3,1750,0,2013,1923
8177221.1,3,1,1430,19901,1.5,4,1430,0,1927,0
13122873.63,4,1,1660,34848,1,1,930,730,1933,0
4473909.76,2,1,1320,8865,1,4,1320,0,1943,0
71288917.22,4,3,2580,209523,2,3,2580,0,1984,0
16854756.23,4,2.5,2740,43101,2,3,2740,0,1993,0
3972171.76,3,2.5,2495,4400,2,3,2495,0,2007,0
11989185.33,6,2.75,2300,24773,1.5,4,2300,0,1950,1985
7094254.23,3,1.5,1300,12240,1,3,1300,0,1963,2008
5574209.05,4,2.5,2230,10414,1,5,1450,780,1974,0
4361992.42,4,2.75,2020,2750,1,3,1010,1010,1917,2014
3376259.81,4,2.25,2000,3800,2,3,2000,0,2001,0
4044957.68,2,1,1060,8187,1,4,1060,0,1952,0
3556485.55,2,1.75,2080,4800,1,5,1080,1000,1923,0
10133958.14,3,2,2030,24829,1,4,1220,810,1979,0
4803364.83,3,2.5,2690,7000,2,5,1840,850,1943,0
6465852.41,4,2.5,3240,10800,1,3,2260,980,1946,0
6005207.76,3,2.5,1550,12920,2,5,1550,0,1999,0
2574655.1,4,2,1480,3132,1,5,740,740,1910,0
5209340.52,4,2.75,3040,2800,2,3,2100,940,1906,2014
4060278.69,3,1.5,1560,7300,1,4,1040,520,1964,0
3564169.49,3,2.5,2250,3757,2,3,2250,0,2006,0
4417147.55,3,1,1100,4600,1,3,1100,0,1917,2009
5453101.86,3,1,1700,6356,1.5,3,1700,0,1907,1983
11616606.1,5,1.5,2680,28014,1,4,1450,1230,1963,0
1893512.66,3,1,800,2296,1,4,800,0,1908,0
3677818.54,2,1.75,1350,6315,1,3,1350,0,2005,0
5198122.01,3,1,820,7680,1.5,3,820,0,1910,2006
4366183.5,3,2.5,3160,4270,2,3,2650,510,2006,0
12571817.57,3,2.75,1720,28000,1,4,1720,0,1958,1972
4085876.21,3,2.5,1680,6755,2,3,1680,0,1994,0
4174375.5,3,1.75,1300,7958,1,3,1300,0,1996,0
7197781.41,3,2.5,2190,10370,2,3,2190,0,1987,2000
3216712.38,3,2.5,1720,4006,2,3,1720,0,1994,0
6822226.85,3,1,1160,11776,1,3,1160,0,1968,1997
15987036.14,7,4,3150,34830,1,3,3150,0,1957,2005
4137646.13,3,1.75,1210,8075,1,4,1210,0,1983,0
5153212.93,3,1.75,1980,5100,1,3,1270,710,1965,1993
4785451.09,4,2.5,2990,5669,2,3,2990,0,2003,0
4809934.03,3,1.5,1430,9600,1,4,1430,0,1966,0
3499154.16,3,2.5,2060,4030,2,3,2060,0,1999,0
19684635.46,4,3,2230,52983,2,3,2230,0,1991,0
9118203.46,4,2.5,3090,18645,2,3,3090,0,1995,0
12703724.91,6,3.25,4250,23326,1,3,2150,2100,1967,2011
11039467.55,3,2.5,1970,23180,1,3,1100,870,1937,1998
2746849.11,2,2,1700,3171,1,5,850,850,1927,0
4342770.29,3,2.5,2510,5503,2,3,2510,0,1995,0
8884502.34,6,2.75,3610,17580,1,5,2070,1540,1959,0
6556066.02,4,3.25,2980,7000,2,3,2140,840,1900,2014
5436334.32,3,1.75,1610,6480,1,4,1610,0,1947,1988
7040214.49,4,2.75,3650,6982,2,4,2530,1120,1951,2003
16561925.27,4,2,2510,38141,1,3,2510,0,1960,2012
4884249.47,3,1,1110,6000,1.5,5,1110,0,1932,2002
5359366.88,3,2,1650,6150,2,4,1650,0,1926,1993
6095007.21,3,2,1980,12150,1,3,1980,0,1994,0
1609807.73,2,1.5,880,1157,2,3,880,0,2007,0
6361420.32,3,1.75,1490,9800,1,4,1140,350,1947,1988
5592572.26,3,2,2520,5400,1.5,4,1410,1110,1906,1990
10708777.74,3,1.75,1820,22320,1,3,1250,570,1977,2004
6422721.05,7,4.5,4140,9066,1,3,2070,2070,1978,0
6027349.85,4,2.5,3420,8405,2,3,3420,0,2000,0
5442043.92,4,2.5,3150,7277,2,3,3150,0,2006,0
5658827.15,3,1.75,1580,7416,1,3,1150,430,1967,2011
6074673.34,3,2,1660,8281,1,3,1660,0,1949,1998
6242816.01,3,1,1100,10125,1,3,1100,0,1969,2010
2511064.65,2,1,1270,3200,1,4,960,310,1920,0
5157090.49,4,1,1450,6250,1,3,990,460,1964,2000
4979933.6,4,2.25,1830,9485,1,4,1200,630,1989,0
4257214.68,3,1.75,1300,4127,1,4,650,650,1918,1953
5573579.6,2,1.75,2320,5500,1.5,3,1720,600,1925,2000
4882507.13,4,2.75,1680,9545,1,4,1080,600,1979,0
4096796.89,3,2.5,2300,5500,1.5,4,2000,300,1921,0
4357965.52,3,1.75,1400,4000,1,3,870,530,1951,1994
3820852.87,4,2.25,2410,4560,2,5,1800,610,1929,0
4162058.87,3,2,1480,7480,1,4,1480,0,1992,0
6285117.58,3,1,1390,9624,1.5,4,1390,0,1954,1979
2071495.7,2,1,830,2699,1,3,830,0,1996,0
5570934,2,1,740,9003,1,3,740,0,1949,1998
3850115.19,5,2,1940,6000,1,5,970,970,1945,0
8226146.34,3,1,1340,15600,1,4,1340,0,1978,2000
5959980.66,8,3.5,4440,6480,2,5,3140,1300,1959,0
4719861.38,2,1,800,6240,1,3,800,0,1954,2005
6260309.93,3,1.75,1310,9645,1,3,1310,0,1979,2014
4976090.07,4,1.75,2330,4000,2,5,1300,1030,1924,1956
2055783.61,2,3.25,1400,1243,3,3,1400,0,2000,0
3852189.26,4,2.5,2360,4367,2,3,2360,0,2003,0
3887796.26,3,2.25,1840,5752,2,3,1840,0,2003,0
6552114.26,4,2.5,2680,7178,2,3,2680,0,2004,2003
7212239.47,3,3.75,3890,7140,1,3,2390,1500,1943,2007
4472495.19,3,2,1400,8640,1,5,1400,0,1968,0
7154284.55,3,2.5,2400,9701,1,3,2400,0,1990,2009
18068067.4,4,2.25,2920,46355,2,4,2920,0,1998,0
2062155.98,2,2,1390,1302,2,3,1390,0,1986,0
5538381.07,3,2.5,1680,11193,2,3,1680,0,1984,0
6361096.92,4,1.5,2040,8800,1,4,1020,1020,1961,2001
4200039.67,2,1,1080,4000,1,3,1080,0,1940,1996
3546190.91,3,2.75,2280,4280,1,5,1280,1000,1917,0
5595068.91,4,3.5,4490,5099,2,3,3390,1100,2006,0
6887665.32,4,3.25,4700,9160,1,3,2520,2180,2005,0
5693042.96,4,2.5,2798,4473,2,3,2798,0,2012,1912
4552712.88,3,2.5,2810,5400,2,3,2810,0,2005,0
5823485.35,4,2.5,3753,7204,2,3,3336,417,2008,0
6172687.05,4,3.5,3910,8095,2,3,3130,780,2007,0
1894743.48,2,2.5,1050,1609,2,3,1050,0,2005,0
3196300.74,4,1,1600,4300,1.5,4,1600,0,1916,0
5636216.97,4,2.25,2590,10002,1,4,1340,1250,1968,0
6500829.64,4,2.25,1720,9753,1,4,1120,600,1978,2000
8266153.12,6,2.5,4410,14034,1,4,2350,2060,1965,0
7117291.94,3,1.75,1590,11914,1,3,1090,500,1957,2000
9890769.8,4,2.5,2440,22594,2,3,2440,0,1996,0
1940329.48,3,2.5,1360,1016,3,3,1310,50,2003,0
5059218.65,2,1,910,7000,1,3,910,0,1952,2008
5455785.14,4,1.5,1390,7200,1,3,1140,250,1965,1993
8049108.78,3,1.5,1470,14821,1,4,1470,0,1958,1972
6114965.79,4,2.5,2920,9904,2,4,2920,0,1990,0
19218576.84,3,1.75,1950,52256,1,4,1950,0,1985,0
3938337.54,3,2.5,2390,4555,2,3,2390,0,2006,0
5336554.38,3,1.5,1270,11600,1,4,1270,0,1964,0
5273488.89,2,1,950,7560,1,3,950,0,1958,2004
140189481.9,2,1,900,423838,1,5,900,0,1925,0
5968140.06,4,2.25,2280,6660,1.5,3,1960,320,1940,1984
4643129.61,3,1,1010,5490,1,3,1010,0,1954,2005
4631802.15,2,1,1260,5000,1,3,1040,220,1951,1994
8675704.96,4,3.5,4730,13586,1.5,5,4270,460,1935,0
9703871.41,3,2.5,2620,21587,2,3,2620,0,1992,0
3533492.79,3,2.25,2330,4000,1.5,5,1520,810,1927,0
4399844.29,5,3,2170,2440,1.5,4,1450,720,1911,1966
6829859.4,5,2,2450,9488,1,4,1240,1210,1900,1955
5914573.55,4,1.75,1880,7632,1,4,1180,700,1978,2000
3321268.57,4,2,2300,3400,1.5,5,1550,750,1915,0
7756227.07,3,2,1240,14404,1,3,1240,0,1988,2000
2418817.55,2,1,820,3844,1,4,820,0,1916,0
5332997.08,4,2,1530,6375,2,3,1530,0,1942,1983
6639599.99,5,3.25,2900,12160,1,4,1890,1010,1967,0
4217826.23,4,2.75,1240,3867,1,3,800,440,1987,2000
8241765.99,4,3.5,4140,13392,2,3,4140,0,2000,0
4630573.33,4,2,2240,7725,1,5,1120,1120,1956,0
3192693.19,3,2,1480,5000,1,4,750,730,1928,0
6601648.98,3,2.25,2270,8876,1,3,1380,890,1977,2004
3518874.16,3,1,1250,6250,1,2,1030,220,1949,0
5085874.12,5,2,1930,9747,1,4,1020,910,1962,0
4330785.77,4,1.75,1700,7800,1,5,1120,580,1981,0
3889316.76,3,1,1590,6420,1,3,1590,0,1944,0
6650835.6,5,1.75,1880,10000,1,3,960,920,1963,2008
3073053.17,4,1.75,1640,4240,1,5,920,720,1921,0
5552917.43,3,1.5,2600,5085,1,4,1400,1200,1940,2001
1462185.64,2,1,710,1173,2,4,710,0,1943,0
10961603.09,6,4.25,6980,15682,3,4,5330,1650,1999,0
3270741.02,3,1.5,1460,5040,1,3,1100,360,1971,0
5413309.75,3,2.5,2080,9827,2,3,2080,0,1989,0
5659427.82,5,2.5,2630,9216,2,3,2630,0,2003,0
12480601.07,4,3.25,4430,21000,2,3,4430,0,1952,2007
4986765.59,4,2.5,2760,6850,2,3,2760,0,1999,0
7327663.53,4,2,1670,12056,1,3,1670,0,1955,2005
3503686.49,4,1.75,1990,4725,1.5,4,1190,800,1944,0
4190811.93,3,3,2600,5238,1.5,3,1890,710,1989,0
3667061.45,2,1,1320,1824,1.5,4,1320,0,1909,1989
3383215.2,3,1.5,2240,3800,2,3,1370,870,1929,0
4805085.75,4,2.25,1960,8680,1,4,1290,670,1959,0
39707517.71,3,2,2590,108900,2,3,1980,610,1988,2000
4827764.11,4,2.75,2620,6707,2,3,2620,0,2000,0
5741869.32,3,2.5,2770,9136,2,3,2770,0,1991,0
6772470.83,3,1,2110,10005,1,5,1110,1000,1924,1956
3851802.56,4,2.5,2290,4539,2,3,2290,0,2001,0
7730306.49,4,4.25,4960,6000,2.5,3,3680,1280,1909,2003
11455336.02,2,1,1110,26051,1,3,1110,0,1951,1994
5207053.5,4,2.75,3310,6166,2,3,3310,0,2008,0
4035821.91,2,1,900,8580,1,3,900,0,1918,0
5892221.5,3,1.75,1940,7313,1,4,1440,500,1960,2001
4293634.55,3,1.75,1590,7617,2,3,1590,0,1986,0
4863055.43,3,2.5,2930,6050,2,3,2930,0,2008,0
9592479.44,4,2.5,2040,22653,2,3,2040,0,2011,0
1624390.82,2,2.25,1000,905,3,3,1000,0,2006,0
2239856.7,3,3.25,1730,1229,2,3,1320,410,2008,0
3049669,3,1,1220,4800,1,3,1220,0,1901,0
8468284.1,3,2.25,3060,12095,2,3,3060,0,1983,2009
4501546.25,4,2.5,2910,5000,2,3,2910,0,2002,0
3278151.52,3,1.75,1050,5850,1,3,1050,0,1980,0
4183787.11,3,2,1560,7352,1,3,1560,0,1992,0
4165790.69,3,1.75,1680,3000,1,4,840,840,1900,1971
12003903.69,4,3.25,4140,20734,1,3,3300,840,1977,2005
5980201.77,3,2,1550,8509,1,3,1150,400,1959,1989
11111135,6,2.75,5700,20000,1,4,2850,2850,1977,0
6199653.17,3,2.5,2200,7278,2,3,2200,0,1990,2009
2637194.53,2,2.5,1740,2500,2,3,1210,530,1994,0
6127097.28,3,1,1210,9525,1,3,1210,0,1955,2005
12202506.95,4,3.25,4240,25639,2,3,3550,690,1989,0
5549071.55,3,2.25,1590,11745,1,3,1090,500,1978,0
5302970.69,4,1.75,3420,7200,1,5,1770,1650,1947,0
6615401.16,4,2.5,3190,11375,1,5,2210,980,1946,0
5149298.77,3,1.75,1920,5405,1,4,960,960,1947,1988
4649027.06,2,1.75,1340,4664,1,3,1340,0,2004,2003
6109864.5,3,1.75,1700,8400,1,3,1460,240,1947,2012
4903009.62,4,2.5,2310,3570,1.5,3,1490,820,1927,2014
16106772.2,3,1.75,1510,44000,1,3,1240,270,1989,0
7488612.83,3,2.5,2670,10082,1,3,2670,0,1987,2000
6357144.76,4,2.25,2060,8470,1,3,1440,620,1983,2009
4151167.73,3,2.5,2090,6000,1.5,4,2090,0,1928,0
12122377.9,5,2.5,3090,23265,1,3,2990,100,1957,2000
2027320.41,2,2.5,1240,1546,2,3,1240,0,2007,0
3227182.58,3,2.5,1860,3690,2,3,1860,0,2000,0
4526412.57,3,1.5,2000,7350,1,3,2000,0,1953,0
32610392.24,4,1.75,2500,92347,1,4,1500,1000,1970,0
8560092.94,4,2.25,1820,20349,1,5,1340,480,1977,0
4512565.08,3,2.25,1820,8058,1,3,1260,560,1974,0
4782224.46,3,2,1060,5750,1,3,1060,0,1981,2013
6853003.16,3,2.5,1950,9906,2,3,1950,0,1988,2000
4311795.42,2,1,940,4800,1,4,940,0,1911,1955
4178375.3,2,1.5,1220,3568,1.5,4,1220,0,1976,1992
11285659.93,5,3.5,4180,17935,2,3,4180,0,2004,2003
4691625,3,1,1200,9800,1,4,1200,0,1971,0
11264262.23,5,3.75,3990,18897,2,3,3090,900,1937,2010
5828730.6,2,1,1880,7560,1,3,940,940,1919,2001
4714419.38,4,2.5,2280,7200,2,3,2280,0,1994,0
7460442.47,3,1.75,2580,11000,1,4,1290,1290,1951,1999
3939324.1,4,2.75,2600,4674,1,3,1560,1040,1976,0
7538230.13,4,2.5,3150,13700,2,4,3150,0,1966,0
13769706.51,4,3.5,5550,28078,2,4,3350,2200,2000,0
4950492,5,2.75,2220,4000,1,3,1230,990,1973,2013
13733622.9,2,2.25,1730,31491,2,4,1730,0,1947,1988
3989768.34,4,3,2840,4120,1.5,4,2060,780,1931,0
5456993.15,4,2.5,2560,8780,2,3,2560,0,1992,0
4895030.7,3,2,1330,6000,1,4,630,700,1900,1971
5232755.21,2,1,1890,5202,1.5,4,1890,0,1909,1989
16299742.91,7,4.5,4290,37607,1.5,5,4290,0,1982,0
21132955.01,2,2,1540,54450,2,3,1540,0,1983,2009
18640454.49,4,2,2340,50233,1,4,1170,1170,1966,0
6928855.31,3,1.75,2180,10230,1,4,1090,1090,1961,2001
6681771.34,3,2.5,2780,11964,2,3,2780,0,2009,0
6065622.62,4,2.75,2620,6019,2,3,2620,0,2013,1923
5016203.44,4,3.5,3760,5000,2,3,2860,900,2014,0
5717234.45,4,2.5,2720,4738,2,3,2720,0,2012,1912
16081291.49,3,2.25,2675,40910,2,3,2675,0,1984,0
8034543.82,5,2.75,2080,13189,2,3,2080,0,1987,2000
6442191.76,3,2.5,2460,12028,2,3,2460,0,1996,0
4760557.56,3,2.5,1960,3480,2,3,1960,0,2004,2003
4621411.57,4,2.5,2550,6256,2,3,2550,0,1992,0
2316717.48,3,2.25,1760,1146,3,3,1760,0,2014,0
4119162.7,3,1.75,1620,7330,1,4,1090,530,1974,0
7268278.66,3,1.75,1790,12000,1,3,1040,750,1960,2012
7026363.01,4,3.5,3480,7232,2,3,2580,900,1926,2010
7516107.33,4,1.75,2780,9900,2,4,2780,0,1978,2000
5935250.93,5,3,3640,8239,2,3,2540,1100,1982,0
2413232.78,1,1,750,4000,1,3,750,0,1918,0
4979785.76,3,1,960,6634,1,3,960,0,1952,2008
6445383.13,3,1.5,2030,8880,1,3,1330,700,1963,2008
6019938.79,3,2.75,2930,5569,1,3,1860,1070,2004,2003
1939862.58,2,2.5,1380,1073,2,3,1140,240,2011,0
3555950.6,3,2,1720,5525,1,5,960,760,1941,0
4547531.4,2,1,1210,4800,1,3,1060,150,1950,2005
4173097.7,3,1,950,4250,1.5,5,950,0,1948,1985
4693344.52,2,1.75,1710,4234,2,3,1330,380,1920,1979
7168725.99,2,2,1410,12282,1.5,5,1410,0,1909,1988
5365205.1,4,2.5,2910,7631,2,3,2910,0,2006,0
6138593.55,4,2.5,2220,7064,2,3,2220,0,1988,2000
7397786.77,5,3.25,3160,13238,2,5,3160,0,1972,0
3108154.79,3,2,1380,4500,1,3,1380,0,2008,0
3402891.03,3,2,1760,5000,1,5,960,800,1920,0
3570075.17,1,1,730,3000,1,3,730,0,1911,1979
3963759.67,4,2.5,2460,5000,2,5,1620,840,1938,0
5676060.23,3,1.75,2160,6272,1,4,1390,770,1960,2001
4990583.78,4,2.25,1990,4600,1.5,4,1420,570,1932,1958
16523179.72,3,3,3740,39640,2,3,3740,0,1991,0
4503952.58,4,2.5,2710,5500,2,3,2710,0,1999,0
6768414.22,3,2.5,2680,7836,2,3,2680,0,1990,2009
5941653.32,4,2,1850,7560,1,4,1540,310,1978,2000
5667002.66,4,2.5,3190,7869,2,3,3190,0,2001,0
6151339.2,3,2.5,2730,5832,2,3,2730,0,1998,2006
5267215.54,3,1.5,1840,9990,2,5,1840,0,1961,0
7502846.64,4,2.5,2720,10000,2,3,2720,0,1987,2000
6681282.42,4,3.5,4370,8510,2,3,3610,760,2003,0
3503860.95,3,2.5,2290,3475,2,3,2290,0,2006,0
4404607.97,2,1,990,4802,1,3,990,0,1947,2012
3930128.75,2,1.5,1140,2980,2,3,1140,0,1988,2000
3402177.79,4,1.5,1840,4337,2,4,1840,0,1917,0
3608651.39,2,1,1110,6800,1,5,1000,110,1947,0
5221328.21,4,2.5,2150,9070,2,4,2150,0,1985,0
4200764.33,3,2.5,2230,5750,2,3,2230,0,2003,0
4892221.73,2,1,1170,6000,1,4,970,200,1941,1998
5774671.72,3,2.5,1960,7200,1,4,980,980,1940,2001
7086943.36,3,2.25,2610,9002,2,3,2610,0,1988,2000
6501008.45,3,2.25,2130,8721,1,3,1570,560,1987,2000
18692287.04,3,2.25,3020,43560,2,3,2720,300,1969,2010
3613152.08,3,1.75,1670,5400,2,5,1670,0,1912,0
5726192.11,3,1.75,1890,7004,1,3,1290,600,1965,1993
7211912.48,3,1,950,13475,1,3,950,0,1950,2005
7042840.45,4,2.5,2430,14400,1,5,1670,760,1963,0
4160888.24,4,2,2360,6000,1,5,1260,1100,1939,0
5975030.2,3,1.75,1510,8301,1,3,1510,0,1967,2011
3777644.48,3,2.5,2080,4828,2,3,2080,0,2002,0
6955641.97,3,2,1750,15500,1,3,1490,260,1982,0
4809726.66,3,2,1810,4064,1.5,3,1810,0,1925,2002
5789082.68,4,1.75,1790,11875,1,4,1490,300,1969,0
7420553.09,4,2.75,2340,11034,1,3,1720,620,1967,2011
5032646.48,3,2.5,1690,9626,2,3,1690,0,1984,0
4638443.79,4,2.5,2070,7476,2,3,2070,0,2003,0
4420347.83,3,2.5,2240,6396,2,3,2240,0,2002,0
10996381.33,4,3,4500,21780,2,3,3040,1460,1980,0
17124325.47,3,1.75,2770,39927,1,4,1580,1190,1978,2000
5226211.11,3,1,1010,7245,1,3,1010,0,1969,2010
3673540.12,3,1.5,1120,6900,1,5,1120,0,1956,0
11204233.74,5,2.5,3020,21441,1,4,1510,1510,1978,2000
65319754.12,4,3.25,4400,186846,2,4,4400,0,1993,0
5360107.74,3,1.75,1990,5650,1,3,1320,670,1963,2008
6012309.12,3,1,1450,8820,1,3,1050,400,1958,2004
6374438.08,4,2.5,1920,8497,2,3,1920,0,1998,2006
1832283.32,2,2.5,1175,1366,2,3,740,435,2005,0
7431447.99,3,1.5,1320,13200,1,3,1320,0,1970,2014
4596265.38,5,2.5,3990,3839,1,4,1990,2000,1962,0
4770652.13,2,1,1140,5720,1,3,850,290,1947,2012
4720344.82,4,1.75,1720,4240,1.5,4,1460,260,1925,1968
5322088.27,4,2.75,2150,9915,1,5,1240,910,1976,0
6149561.95,3,1.5,1790,8203,1.5,3,1790,0,1910,2006
4372939.27,2,2.5,2210,6327,1,3,2210,0,2003,0
4568586.92,3,2.75,2180,7519,1,4,1310,870,1981,0
3577327.25,3,2.25,1410,1290,2,3,1290,120,2004,2003
3272595.78,3,2.5,1950,3600,2,3,1950,0,2010,0
2015727.49,3,2.5,1495,936,3,3,1405,90,2006,0
5241580.3,3,2.25,1660,6000,1,3,1110,550,1979,2014
4753288.48,3,2.5,1950,8130,2,4,1950,0,1990,0
4200950.58,5,2.75,2550,5040,1.5,5,2550,0,1902,0
4257601.5,3,1.75,1370,3850,1,5,770,600,1911,1988
3432560.87,4,2.5,2200,4000,2,5,1430,770,1908,0
3493204.14,3,1.75,1250,6041,1.5,5,1250,0,1942,0
6512616.7,4,2.25,2220,8872,1,4,1110,1110,1961,2001
